r v real_class
0.572 0.328 RIN
0.338 0.706 RIN
1.162 0.045 IN
0.215 0.864 CL
0.515 0.035 CL
0.276 0.06 CL
0.649 0.374 CL
0.427 0.886 CL
0.779 0.099 CL
0.905 1.231 BS
0.616 1.678 RIN
0.825 0.515 BS
0 0 CL
0.258 1.174 BS
0.203 0.965 BS
0.085 1.048 BS
1.413 0.293 BS
1.107 1.286 BS
1.414 0.837 IN
1.053 0.768 IN
1.438 0.485 BS
1.2 0.211 BS
1.425 0.954 BS
0.421 0.888 BS
0.291 1.114 BS
0.524 1.22 BS
1.527 0.524 BS
0.894 0.067 IN
1.04 1.073 BS
0.617 0.659 BS
0.551 0.491 BS
1.67 0.857 IN
0.989 1.115 BS
0.737 0.696 BS
1.951 0.132 BS
2.546 0.079 BS
2.118 0.192 BS
2.029 0.118 BS
2.203 0.018 BS
1.335 0.155 BS
0.774 0.472 BS
1.61 1.112 BS
1.125 0.531 BS
0.999 0.453 BS
1.051 0.171 BS
1.159 0.26 BS
1.188 0.129 BS
0.894 0.804 BS
0.965 0.562 BS
1.413 0.864 BS
1.365 0.909 BS
1.371 0.617 BS
1.377 0.101 CL
1.594 0.371 BS
1.91 0.144 BS
1.797 0.107 BS
1.496 0.145 BS
1.622 0.152 BS
1.589 0.05 BS
2.041 0.584 BS
1.781 0.181 BS
1.587 0.194 BS
1.177 0.641 BS
0.921 0.521 BS
0.961 0.199 BS
1.271 0.431 IN
1.236 0.38 IN
1.335 0.163 BS
1.428 0.244 BS
1.341 0.098 BS
0.501 0.788 ITL
1.688 1.095 BS
0.689 0.269 BS
1.028 0.456 BS
1.51 0.689 BS
1.147 1.334 BS
1.573 0.934 IN
1.449 0.829 IN
1.298 0.527 BS
1.924 0.512 IN
1.903 0.506 BS
1.88 0.239 IN
2.249 0.053 IN
1.788 0.22 IN
1.973 0.286 IN
2.008 0.361 IN
1.635 0.75 BS
1.387 0.907 BS
1.549 0.488 IN
1.429 0.293 IN
1.278 0.249 IN
0.567 0.631 BS
0.765 0.056 BS
1.409 0.703 BS
1.54 0.637 BS
0.788 1.229 IN
1.196 0.538 CL
1.695 0.607 BS
1.374 0.577 BS
1.174 0.534 BS
1.452 0.086 BS
0.411 1.189 IN
0.371 1.069 IN
0.402 1.043 IN
1.532 0.59 BS
1.273 0.587 BS
1.398 1.115 IN
1.466 1.039 IN
1.118 0.204 BS
2.006 0.59 BS
2.632 0.001 IN
2.556 0.312 IN
2.513 0.246 IN
0.41 0.768 BS
2.061 0.123 BS
1.685 0.459 BS
1.508 0.117 BS
1.349 0.422 BS
0.877 0.164 CL
0.901 0.065 CL
0.931 0.037 CL
0.488 0.024 CL
0.912 0.115 BS
1.705 0.045 BS
1.94 0.112 BS
1.847 0.411 BS
1.7 0.651 BS
1.744 0.265 CL
2.065 0.061 IN
2.025 0.267 IN
1.945 0.104 IN
2.087 0.006 IN
2.239 0.012 IN
2.804 0.081 IN
2.41 2.974 ITL
2.587 2.705 ITL
1.262 2.185 ITL
2.402 2.969 ITL
2.917 2.785 ITL
0.898 2.435 ITL
2.46 2.919 ITL
0.66 2.802 ITL
2.714 2.509 ITL
1.103 2.575 ITL
1.788 2.241 ITL
0.355 2.221 ITL
2.138 2.02 ITL
2.295 2.972 ITL
2.309 2.545 ITL
2.953 1.829 ITL
1.495 2.362 ITL
1.901 2.709 ITL
1.683 2.77 ITL
2.896 2.742 ITL
2.843 2.96 ITL
2.139 2.237 ITL
1.337 2.518 ITL
2.43 2.004 ITL
2.336 2.8 ITL
1.722 2.7 ITL
1.4 2.791 ITL
2.448 2.111 ITL
2.653 2.652 ITL
1.272 2.929 ITL
2.233 2.758 ITL
2.002 2.853 ITL
2.108 2.428 ITL
2.426 2.445 ITL
0.969 2.42 ITL
1.663 2.957 ITL
1.194 2.481 ITL
2.216 2.132 ITL
1.264 2.992 ITL
2.001 2.692 ITL
1.192 2.744 ITL
2.524 2.69 ITL
1.305 2.478 ITL
0.144 2.991 ITL
2.989 1.841 ITL
2.157 2.68 ITL
1.929 2.465 ITL
2.828 2.515 ITL
2.457 2.994 ITL
2.513 2.969 ITL
2.151 2.012 ITL
2.249 2.518 ITL
1.966 2.347 ITL
1.669 2.465 ITL
2.418 2.38 ITL
2.253 2.786 ITL
2.189 2.691 ITL
2.683 2.24 ITL
2.872 2.935 ITL
1.232 2.789 ITL
2.471 2.697 ITL
1.464 2.448 ITL
1.49 2.741 ITL
1.993 2.726 ITL
1.688 2.76 ITL
2.761 2.811 ITL
2.843 2.809 ITL
1.956 2.771 ITL
1.982 2.86 ITL
1.949 2.795 ITL
2.061 2.82 ITL
1.984 2.814 ITL
1.515 2.472 ITL
1.488 2.414 ITL
1.608 2.484 ITL
1.711 2.337 ITL
1.626 2.519 ITL
2.986 2.395 ITL
2.152 2.866 ITL
2.861 2.934 ITL
1.957 2.525 ITL
2.028 2.604 ITL
1.431 2.34 ITL
1.627 2.48 ITL
1.742 2.533 ITL
1.751 2.707 ITL
1.749 2.829 ITL
1.575 2.244 ITL
1.839 2.098 ITL
1.711 2.464 ITL
1.305 2.364 ITL
1.514 2.554 ITL
1.761 2.253 ITL
1.836 2.643 ITL
1.709 2.586 ITL
2.742 2.204 ITL
2.842 2.791 ITL
2.988 2.644 ITL
2.795 2.029 ITL
2.465 0.308 ITL
1.171 2.572 ITL
1.658 0.849 ITL
1.858 0.524 ITL
1.082 0.039 IN
2.794 2.127 ITL
1.163 2.385 ITL
1.304 2.796 ITL
2.213 0.566 ITL
1.133 0.079 ITL
2.982 2.63 ITL
1.157 0.466 ITL
1.2 0.074 ITL
0.993 0.104 IN
1.882 2.101 ITL
1.884 0.452 ITL
0.807 2.797 ITL
1.035 2.617 ITL
1.327 1.73 ITL
2.705 0.577 ITL
1.135 2.31 ITL
2.227 2.057 ITL
2.157 0.968 IN
1.238 2.586 ITL
1.676 2.036 ITL
1.651 0.996 ITL
2.309 2.447 ITL
2.76 0.217 IN
1.786 1.511 ITL
2.749 1.348 ITL
2.619 1.337 ITL
1.414 2.826 ITL
1.771 1.078 ITL
2.018 1.632 ITL
1.695 2.88 ITL
2.247 0.338 ITL
1.914 1.104 ITL
1.771 2.877 ITL
2.513 2.718 ITL
2.886 1.971 ITL
2.748 0.739 ITL
1.936 1.448 ITL
1.76 0.892 ITL
1.038 2.689 ITL
2.271 2.717 ITL
2.329 0.501 IN
1.322 0.824 ITL
1.358 0.76 ITL
1.578 2.79 ITL
2.637 0.264 IN
0.918 2.966 ITL
1.193 2.934 ITL
0.85 2.842 ITL
1.328 2.777 ITL
1.034 2.995 ITL
0.968 2.903 ITL
0.848 2.901 ITL
2.452 0.516 IN
1.419 1.076 IN
2.353 0.069 IN
1.718 0.343 IN
1.619 1.149 IN
1.164 1.246 IN
1.093 0.892 IN
1.847 1.22 IN
1.469 0.65 IN
1.909 0.568 IN
2.409 0.631 IN
1.776 0.397 IN
1.603 0.381 IN
1.484 0.561 IN
1.592 0.456 IN
1.323 0.428 IN
2.232 0.491 IN
1.979 0.391 IN
2.325 0.175 IN
1.468 0.105 IN
1.136 0.302 IN
2.329 2.312 ITL
1.728 2.389 ITL
0.688 2.216 ITL
2.709 2.934 ITL
0.243 0.056 IN
1.448 2.443 ITL
1.956 2.62 ITL
2.254 1.452 ITL
1.676 0.366 IN
2.094 0.022 IN
2.041 0.154 ITL
0.858 1.911 ITL
1.803 2.485 ITL
2.908 0.117 IN
0.703 0.436 IN
1.333 0.655 IN
2.427 0.465 ITL
2.212 2.06 ITL
2.45 2.203 ITL
2.554 2.937 ITL
2.887 0.273 IN
1.337 0.305 IN
1.91 2.617 ITL
1.797 2.2 ITL
0.328 2.571 ITL
2.013 0.405 IN
1.622 0.512 IN
2.788 1.292 ITL
2.247 1.543 ITL
1.588 2.465 ITL
1.764 1.274 ITL
2.608 0.158 IN
2.689 0.057 IN
2.239 1.091 ITL
2.52 2.894 ITL
2.859 0.184 IN
1.601 2.29 ITL
2.767 0.1 IN
1.962 2.983 ITL
1.67 0.116 IN
2.488 1.327 ITL
1.467 0.522 ITL
2.572 0.858 ITL
1.935 2.616 ITL
1.859 1.936 ITL
2.397 2.909 ITL
0.878 0.218 IN
0.591 0.073 ITL
2.561 0.579 IN
1.007 0.815 IN
2.663 1.535 ITL
0.271 2.282 ITL
0.542 0.388 IN
1.864 0.224 IN
2.422 2.689 ITL
1.6 0.893 ITL
1.595 2.454 ITL
1.289 0.585 IN
0.63 2.239 ITL
2.638 2.21 ITL
2.586 0.967 ITL
2.785 2.762 ITL
2.68 2.85 ITL
2.89 2.788 ITL
2.083 2.982 ITL
1.075 2.807 ITL
2.746 1.131 ITL
2.76 1.174 ITL
1.987 0.429 IN
2.127 0.229 IN
1.403 2.382 ITL
1.989 2.893 ITL
2.096 2.94 ITL
2.218 1.126 ITL
2.223 1.222 ITL
1.881 2.595 ITL
2.908 2.416 ITL
2.764 0.27 ITL
2.834 0.355 ITL
2.822 0.264 ITL
2.38 0.734 ITL
1.031 2.456 ITL
2.672 2.871 ITL
2.668 2.877 ITL
2.622 2.997 ITL
2.423 0.366 IN
2.614 0.356 IN
2.484 0.237 IN
1.644 0.291 IN
1.489 0.116 ITL
1.084 0.336 IN
2.166 2.219 ITL
2.499 2.136 ITL
2.453 2.165 ITL
1.862 0.121 IN
1.869 0.046 IN
1.888 0.087 IN
1.866 0.096 IN
1.92 0.032 IN
2.501 0.345 IN
2.561 0.248 IN
2.764 0.364 IN
2.743 0.369 IN
2.743 0.369 IN
2.563 0.272 IN
2.666 0.421 IN
0.475 0.373 IN
0.388 1.132 IN
0.298 0.875 IN
0.27 0.86 IN
0.286 1.12 IN
0.427 0.788 IN
0.375 0.973 IN
2.17 2.117 ITL
1.571 0.574 IN
1.264 0.701 IN
1.464 0.303 IN
1.471 0.326 IN
2.566 0.131 IN
2.43 0.093 IN
2.644 0.078 IN
1.505 0.366 IN
2.757 0.093 IN
2.689 0.161 IN
1.731 0.706 IN
1.575 0.225 IN
1.59 0.592 IN
1.271 0.596 IN
1.7 0.448 IN
2.227 0.248 ITL
2.408 0.101 IN
2.673 1.35 ITL
2.67 0.37 ITL
1.877 0.412 IN
2.902 2.393 ITL
2.66 0.094 IN
2.532 0.069 IN
2.955 0.125 IN
2.955 0.191 IN
2.673 1.339 ITL
2.706 1.199 ITL
2.758 1.263 ITL
2.481 1.448 ITL
2.326 1.459 ITL
2.24 1.712 ITL
2.333 1.49 ITL
2.247 1.746 ITL
2.256 1.669 ITL
2.962 0.196 IN
1.827 0.011 IN
2.138 2.256 ITL
1.975 0.606 IN
2.312 0.009 IN
1.035 0.592 IN
1.754 0.724 IN
1.882 0.779 IN
1.64 0.487 IN
2.902 2.308 ITL
1.68 0.132 IN
2.611 0.137 ITL
2.656 0.559 ITL
0.883 0.145 BS
1.489 0.713 IN
1.132 0.004 BS
0.973 0.051 BS
0.685 0.487 BS
1.992 1.03 IN
2.151 0.918 IN
0.738 0.03 CL
0.802 0.479 CL
0.976 0.807 BS
1.084 0.056 BS
1.277 0.093 BS
0.656 0.51 CL
0.233 1.955 CL
0.638 0.603 CL
0.188 1.587 CL
0.811 0.039 CL
1.087 0.635 CL
1.098 0.434 CL
1.286 1.087 BS
0.883 0.192 BS
0.908 0.606 CL
0.217 1.759 CL
0.74 0.347 BS
1.12 0.231 BS
1.045 0.223 BS
0.823 0.508 CL
0.686 0.633 CL
0.516 0.613 CL
0.583 0.325 CL
0.151 0.109 CL
0.698 0.716 CL
0.863 0.869 CL
0.774 1.038 RIN
0.351 0.414 CL
0.507 0.306 CL
0.688 0.707 CL
0.285 0.299 CL
1.016 0.525 BS
1.041 0.322 BS
0.729 0.132 CL
1.297 0.535 BS
0.358 0.733 CL
0.262 0.458 CL
0.223 0.517 CL
1.199 0.805 BS
0.813 1.511 BS
0.786 0.49 CL
0.71 0.211 BS
0.662 0.552 CL
0.813 0.089 BS
1.347 0.833 BS
0.327 1.781 CL
0.925 0.419 CL
0.545 0.346 CL
0.3 1.361 CL
0.084 0.847 CL
1.348 0.669 BS
1.095 0.379 BS
0.947 1.085 CL
0.895 0.804 CL
1.025 0.236 BS
0.82 0.454 CL
0.95 0.686 RIN
1.253 1.082 IN
0.344 0.024 CL
0.978 0.39 CL
0.606 0.418 CL
0.221 1.901 CL
1.076 0.419 BS
0.463 0.713 CL
0.081 0.83 CL
0.428 0.986 CL
0.503 2.156 RIN
0.653 1.197 CL
1.218 0.267 CL
0.559 0.225 CL
0.442 1.702 CL
0.423 0.07 CL
1.291 0.773 BS
0.628 1.772 RIN
0.285 0.048 CL
1.156 0.582 BS
0.521 1.306 CL
1.304 0.016 BS
0.414 0.61 RIN
0.423 0.376 CL
0.45 2.093 RIN
0.473 1.553 CL
1.158 0.836 BS
0.597 0.278 CL
1.1 0.027 BS
1.153 0.61 CL
0.651 0.12 RIN
1.045 1.04 BS
0.595 0.737 CL
0.327 1.019 RIN
0.544 1.383 RIN
0.713 0.122 BS
0.86 0.164 CL
0.833 0.67 BS
0.685 0.298 CL
0.41 0.958 RIN
0.366 1.688 RIN
0.624 0.2 RIN
0.789 0.588 CL
0.588 0.061 CL
1.083 0.86 BS
1.125 0.629 BS
0.425 1.496 CL
0.683 1.168 IN
0.718 1.111 RIN
0.339 0.309 CL
0.674 0.726 CL
1.103 1.754 IN
0.955 0.267 BS
0.617 0.967 CL
0.953 0.339 CL
0.644 1.101 RIN
0.928 0.403 RIN
0.527 1.956 CL
0.171 0.529 CL
1.287 0.659 BS
0.756 0.314 IN
0.339 0.902 IN
0.722 0.465 CL
0.273 0.83 CL
0.259 0.133 RIN
0.502 0.452 BS
0.139 0.091 CL
0.619 0.463 CL
0.78 0.783 RIN
0.875 1.297 RIN
1.071 0.418 BS
0.975 0.869 IN
0.629 2.098 RIN
1.022 0.725 BS
0.842 1.611 RIN
0.568 1.646 RIN
0.873 1.3 IN
1.283 0.282 IN
0.93 0.666 CL
1.218 0.424 BS
0.354 1.213 CL
1.035 0.368 BS
0.793 0.411 CL
0.577 0.136 CL
0.697 0.125 RIN
0.418 0.768 CL
0.688 1.778 IN
1.181 0.704 IN
1.206 0.948 BS
0.317 0.272 BS
0.59 1.043 RIN
1.044 0.199 BS
0.349 1.765 RIN
1.052 0.958 BS
0.424 0.182 RIN
0.874 0.311 CL
1.054 0.875 BS
1.032 0.664 CL
0.467 0.651 CL
1.16 0.897 BS
0.841 0.255 RIN
0.547 1.288 RIN
0.974 0.73 IN
0.654 0.556 RIN
0.904 0.98 RIN
0.726 0.02 CL
1.204 0.899 IN
0.887 0.497 BS
1.062 0.548 BS
0.252 0.452 BS
0.696 1.628 RIN
0.201 1.253 CL
0.872 0.397 CL
0.933 0.522 CL
1.334 0.262 BS
0.115 0.048 BS
0.211 0.88 CL
1.043 0.253 BS
0.483 0.444 RIN
0.136 0.662 BS
0.373 0.556 RIN
0.267 0.299 CL
0.347 1.674 RIN
0.464 0.147 CL
0.856 0.952 RIN
0.196 1.403 CL
0.799 0.195 RIN
0.679 0.484 CL
0.754 0.702 CL
0.539 0.091 CL
1.296 0.579 BS
0.221 1.843 RIN
0.868 0.731 CL
0.721 0.125 CL
0.831 0.256 BS
0.862 0.022 RIN
0.571 0.994 RIN
1.009 0.154 BS
1.229 0.819 IN
0.572 0.422 CL
0.729 0.648 CL
1.044 0.091 BS
0.237 0.203 CL
1.053 0.149 BS
0.926 0.486 CL
1.131 0.552 BS
0.323 1.942 CL
0.922 0.166 CL
0.964 1.251 BS
0.568 0.085 CL
1.333 0.415 IN
0.616 0.052 IN
0.206 0.505 BS
0.266 1.562 CL
0.555 1.276 CL
0.924 0.791 IN
0.921 0.857 BS
0.147 0.171 RIN
1.247 1.279 BS
0.092 1.095 CL
0.604 0.086 CL
0.588 0.864 CL
0.299 0.988 RIN
0.934 1.635 IN
0.601 1.05 RIN
0.774 1.044 CL
0.879 1.039 IN
0.54 0.083 CL
0.302 0.364 CL
1.028 1.113 BS
0.841 0.757 RIN
0.96 0.173 CL
0.457 0.427 CL
0.626 0.197 IN
0.81 0.344 CL
1.079 0.773 BS
0.545 0.259 CL
0.369 0.455 CL
0.848 1.14 CL
0.899 0.558 RIN
1.035 0.312 BS
0.826 1.175 RIN
1.248 0.503 IN
1.363 0.957 BS
1.116 0.27 IN
0.851 0.034 BS
1.129 0.761 IN
0.637 1.571 CL
0.472 2.039 RIN
0.454 0.443 CL
0.688 0.374 RIN
0.442 2.278 RIN
0.608 1.692 RIN
0.493 2.143 RIN
1.06 1.337 BS
0.565 0.421 RIN
0.472 1.037 BS
0.907 1.432 IN
1.106 0.119 BS
1.196 0.434 BS
1.246 0.568 BS
1.03 1.091 IN
0.894 0.313 RIN
1.127 0.778 IN
0.632 0.163 IN
0.702 0.812 RIN
0.385 0.865 CL
0.962 0.16 CL
1.042 0.09 BS
1.259 0.678 BS
1.515 0.351 BS
1.547 0.189 CL
1.599 0.099 BS
1.727 0.136 BS
1.048 0.659 BS
1.743 0.081 BS
1.38 0.138 BS
1.408 0.24 BS
1.394 0.899 BS
1.128 0.334 IN
1.728 0.416 BS
2.229 0.968 IN
2.359 0.939 IN
2.142 0.874 IN
2.355 0.901 IN
1.374 0.884 IN
1.547 0.912 IN
2.044 0.669 BS
1.508 1.242 BS
1.36 0.19 BS
1.256 0.026 BS
1.283 0.161 BS
1.22 0.161 BS
1.133 0.354 BS
1.131 0.174 BS
1.619 0.159 BS
1.564 0.301 BS
1.823 0.437 BS
2.322 0.426 BS
1.088 0.029 BS
1.372 0.296 BS
1.706 0.021 BS
1.694 0.714 BS
1.643 0.714 ITL
1.619 1.063 IN
1.857 1.08 IN
1.804 0.358 BS
1.59 0.154 BS
1.822 0.01 BS
1.522 0.952 IN
1.234 1.287 IN
1.17 0.002 BS
1.184 0.106 BS
1.303 0.017 BS
1.634 0.215 BS
1.512 0.04 BS
1.445 0.001 BS
1.681 0.054 BS
1.394 0.207 BS
1.632 0.181 BS
1.091 0.129 BS
1.416 0.572 BS
1.45 0.534 BS
1.958 0.117 BS
1.665 1.026 BS
1.606 0.752 BS
0.884 0.345 BS
1.569 0.408 BS
1.546 0.319 BS
1.265 0.56 IN
1.469 0.929 IN
1.472 0.305 IN
1.603 0.162 BS
1.593 0.901 BS
1.395 0.237 IN
1.41 0.467 IN
1.02 0.021 IN
1.423 0.577 IN
1.634 0.58 BS
1.461 0.166 BS
1.359 0.822 ITL
1.343 1.015 BS
1.98 0.412 IN
1.452 0.256 BS
1.425 0.682 BS
1.758 0.021 BS
1.24 0.46 BS
0.962 0.284 IN
1.699 0.456 IN
1.056 0.82 IN
1.268 0.275 BS
1.325 0.748 BS
1.373 0.002 BS
1.6 0.21 BS
0.418 0.585 BS
1.845 0.155 BS
2.369 0.736 IN
2.153 0.899 IN
2.191 0.635 IN
2.264 0.309 IN
2.185 0.211 IN
2.343 0.786 IN
1.995 0.673 IN
1.981 0.646 IN
1.79 0.472 BS
1.829 0.365 BS
1.839 0.366 BS
1.856 0.03 BS
2.024 0.297 BS
2.015 0.091 BS
1.921 0.65 BS
2.365 0.028 BS
2.412 0.502 IN
2.744 2.861 ITL
2.427 0.126 IN
2.973 0.053 IN
1.932 0.189 IN
2.259 0.003 IN
1.986 0.095 ITL
2.47 1.962 ITL
2.206 2.09 ITL
2.966 0.649 ITL
2.646 0.552 ITL
2.927 0.593 ITL
2.187 0.419 IN
2.958 0.323 ITL
2.197 0.518 ITL
2.21 0.403 ITL
1.833 0.344 ITL
2.647 0.009 IN
2.541 0.091 ITL
2.416 0.081 IN
2.294 0.093 IN
2.938 0.268 ITL
2.915 0.168 ITL
2.516 0.526 ITL
2.511 0.152 ITL
2.876 0.185 IN
2.961 2.194 ITL
2.967 2.308 ITL
2.69 2.376 ITL
2.733 2.464 ITL
2.376 0.176 IN
2.419 0.081 IN
2.241 0.231 IN
2.986 0.599 ITL
2.844 0.472 ITL
2.901 0.487 ITL
2.935 0.27 ITL
2.513 0.05 ITL
2.372 0.414 ITL
2.386 0.351 ITL
2.538 0.278 ITL
2.988 2.86 ITL
2.202 2.94 ITL
2.196 0.019 IN
2.156 0.541 IN
2.811 0.387 IN
2.626 0.391 IN
2.243 0.27 IN
2.352 0.33 IN
0.57 0.132 IN
1.534 1.856 ITL
2.096 0.072 IN
2.927 0.345 IN
2.921 2.337 ITL
2.788 0.296 ITL
2.768 0.195 IN
1.892 0.485 IN
2.606 2.019 ITL
2.747 0.22 IN
0.218 0.126 ITL
1.853 0.024 IN
2.433 0.59 IN
2.284 0.623 IN
0.897 0.359 ITL
0.829 0.376 ITL
2.8 0.069 ITL
2.88 0.291 ITL
2.843 0.348 ITL
2.868 0.378 ITL
1.777 2.278 ITL
2.189 1.898 ITL
1.159 2.676 ITL
2.209 1.368 ITL
2.535 0.308 ITL
1.835 0.461 IN
1.525 0.018 IN
1.719 0.175 IN
2.831 0.282 IN
2.233 2.418 ITL
0.564 0.29 ITL
1.725 1.656 ITL
0.961 0.304 IN
2.575 1.119 ITL
2.651 0.155 ITL
1.969 0.068 IN
2.531 0.027 IN
2.506 0.121 IN
2.508 2.839 ITL
2.311 0.211 IN
1.688 0.528 IN
2.787 0.282 ITL
1.748 0.503 IN
1.77 1.719 ITL
2.648 0.7 ITL
2.036 2.836 ITL
2.385 1.965 ITL
2.01 0.47 IN
0.928 1.196 ITL
1.516 0.488 IN
2.545 0.773 ITL
1.962 0.259 IN
1.433 1.088 ITL
1.824 1.756 ITL
2.813 0.707 IN
2.704 1.244 ITL
2.64 1.933 ITL
1.77 0.332 ITL
1.754 0.243 IN
2.285 0.111 IN
0.757 2.444 ITL
2.666 0.581 ITL
2.656 0.617 ITL
2.705 0.334 IN
1.427 0.378 IN
0.691 2.714 ITL
0.731 0.361 ITL
2.73 0.491 IN
2.38 0.31 ITL
2.882 2.465 ITL
1.82 0.499 IN
0.563 0.288 ITL
1.108 0.465 ITL
2.603 2.63 ITL
1.86 0.158 ITL
2.65 2.462 ITL
2.457 0.114 IN
2.482 0.125 IN
1.868 1.118 ITL
2.852 0.164 IN
2.103 0.507 IN
2.88 2.283 ITL
1.967 2.815 ITL
0.996 0.732 IN
1.364 0.087 IN
2.85 2.762 ITL
2.634 0.166 IN
1.001 0.241 ITL
2.368 0.076 IN
1.516 0.891 ITL
2.405 1.811 ITL
1.406 0.774 IN
2.73 0.293 IN
2.126 0.581 ITL
2.846 0.124 ITL
2.079 0.216 IN
1.67 2.699 ITL
0.888 2.671 ITL
0.899 2.672 ITL
2.522 0.021 ITL
2.539 0.416 ITL
1.309 0.326 ITL
0.58 0.454 IN
2.061 0.543 ITL
2.18 2.246 ITL
2.112 0.465 ITL
2.952 0.601 ITL
1.969 2.742 ITL
2.78 1.879 ITL
0.788 0.192 IN
2.497 0.479 ITL
1.039 0.284 IN
2.131 2.284 ITL
2.09 0.667 IN
2.617 0.444 IN
2.458 2.738 ITL
1.632 0.283 IN
2.173 0.02 IN
0.569 0.764 IN
2.676 0.287 IN
1.694 0.064 IN
0.51 0.828 IN
1.013 0.444 ITL
2.39 1.405 ITL
2.763 0.311 IN
1.704 0.015 IN
2.84 0.248 ITL
2.93 0.928 ITL
2.687 1.118 ITL
1.778 1.281 ITL
2.019 1.321 ITL
1.559 0.341 IN
0.571 0.182 ITL
1.635 2.945 ITL
1.633 2.827 ITL
2.482 0.155 IN
1.779 0.125 ITL
1.858 0.188 ITL
1.213 0.242 ITL
1.817 0.149 IN
1.849 1.539 ITL
1.759 2.442 ITL
1.022 0.04 ITL
1.046 1.069 IN
2.221 0.415 IN
2.507 0.499 IN
2.174 0.049 ITL
2.12 0.196 ITL
2.045 0.209 ITL
2.87 0.064 IN
2.632 0.22 IN
1.689 1.087 ITL
2.742 0.381 IN
2.832 0.38 IN
2.363 0.27 IN
2.132 0.423 IN
2.303 1.644 ITL
2.313 1.609 ITL
2.023 1.86 ITL
1.923 1.783 ITL
0.697 0.421 ITL
0.69 0.4 ITL
0.678 0.443 ITL
0.661 0.364 ITL
2.753 0.145 IN
2.5 0.447 IN
2.617 0.357 IN
2.637 0.404 IN
2.554 0.385 IN
2.533 0.513 IN
2.046 0.061 ITL
1.979 0.272 ITL
0.67 0.051 IN
0.376 0.096 IN
2.218 0.827 IN
2.943 0.063 ITL
1.584 0.371 IN
1.573 0.491 IN
2.593 0.068 IN
2.852 0.232 ITL
2.51 1.956 ITL
2.663 1.974 ITL
0.863 0.014 IN
0.82 0.098 IN
1.473 0.046 IN
1.295 1.07 IN
1.412 1.063 IN
1.521 1.503 IN
2.874 0.134 IN
2.312 0.264 IN
2.617 0.233 IN
2.721 0.192 IN
2.909 0.529 IN
2.886 0.316 IN
1.879 0.701 IN
1.696 0.96 IN
2.53 0.844 IN
2.212 0.621 IN
2.437 0.638 IN
2.613 0.526 IN
2.504 0.547 IN
2.13 0.356 IN
1.689 0.491 IN
1.736 0.943 IN
1.239 0.498 IN
1.23 0.454 IN
0.534 0.912 IN
1.404 0.353 IN
1.022 0.114 IN
0.595 1.106 IN
0.507 1.077 IN
0.692 0.616 IN
0.73 0.504 IN
0.593 0.594 IN
0.925 0.7 IN
0.953 0.387 IN
0.334 0.673 IN
2 0.27 BS
1.682 0.468 BS
2.205 0.131 BS
1.288 0.589 IN
1.546 0.169 BS
1.676 0.328 BS
1.394 0.041 BS
1.445 0.098 BS
0.639 0.07 CL
0.983 0.078 CL
0.621 0.418 CL
0.372 1.636 CL
0.181 1.465 CL
0.384 1.378 CL
0.247 1.633 CL
0.718 0.281 CL
0.332 1.292 CL
0.771 1.157 CL
1.262 0.074 BS
0.848 0.078 BS
0.658 0.112 CL
0.365 0.597 CL
0.26 0.462 CL
0.245 0.413 RIN
0.528 0.129 CL
0.39 0.663 RIN
0.095 1.303 CL
0.307 1.273 CL
0.531 0.291 CL
0.579 1.418 IN
0.355 1.033 CL
0.493 0.151 CL
1.182 1.19 BS
0.133 0.085 CL
0.339 0.681 CL
0.142 1.66 CL
0.891 0.154 CL
0.752 1.056 IN
1.243 0.224 CL
0.37 1.284 RIN
0.532 0.904 RIN
0.771 0.926 IN
0.304 0.035 CL
1.006 0.136 CL
1.279 0.862 IN
1.006 0.197 CL
0.99 0.53 CL
0.189 0.085 CL
1.069 0.888 BS
0.266 0.772 CL
0.541 1.537 RIN
0.771 0.545 BS
1.1 0.734 IN
1.046 0.253 BS
0.739 0.343 CL
0.639 0.219 CL
0.72 0.771 CL
0.814 0.471 BS
0.413 0.511 RIN
0.874 1.02 BS
0.672 0.652 RIN
0.491 0.583 CL
0.429 1.504 RIN
0.676 0.701 CL
0.419 1.716 CL
0.343 0.668 CL
0.702 1.234 BS
0.485 0.562 CL
0.691 0.731 RIN
0.875 0.196 CL
0.675 1.683 RIN
1.198 0.012 BS
0.356 1.905 RIN
0.366 2.4 RIN
0.114 0.666 CL
1.103 0.689 BS
0.89 0.793 RIN
0.579 0.081 CL
0.606 0.429 CL
0.948 0.225 BS
0.768 0.234 RIN
0.254 0.618 CL
0.672 0.621 CL
0.31 1.051 BS
0.404 2.24 RIN
0.693 1.72 IN
0.619 1.569 CL
0.18 0.376 CL
0.331 1.093 BS
1.025 0.722 CL
1.278 0.939 BS
0.193 1.885 RIN
1.004 0.405 CL
0.379 2.275 RIN
0.389 1.254 RIN
0.398 1.266 RIN
0.111 0.695 CL
0.827 0.787 RIN
0.911 1.004 BS
0.3 0.213 CL
0.716 1.862 RIN
1.001 0.705 IN
0.771 0.775 RIN
0.777 1.593 BS
0.427 1.566 CL
0.452 1.513 RIN
0.482 1.607 CL
1.027 0.712 IN
0.727 1.594 RIN
0.59 1.873 IN
0.835 0.862 RIN
0.386 1.175 RIN
0.328 0.062 RIN
0.542 1.057 RIN
0.782 1.655 RIN
0.111 0.064 RIN
1.123 0.544 BS
0.223 1.065 RIN
